return_id,order_id,return_amount,return_date
4961,34151,2043.46,2025-04-26
4962,23304,744.45,2025-03-15
4963,88226,3374.22,2024-05-22
4964,46190,1104.63,2024-11-10
4965,14614,9653.46,2024-03-02
4966,97941,3421.69,2025-06-04
4967,82426,190.55,2023-12-17
4968,35528,1324.87,2024-10-08
4969,71024,2217.58,2023-09-03
4970,36333,91.42,2026-02-18
4971,3396,86.19,2024-10-19
4972,21398,3361.45,2024-05-07
4973,87182,3616.24,2023-09-08
4974,79107,29.82,2025-11-07
4975,77231,1085.09,2023-11-19
4976,31998,2716.02,2026-06-07
4977,85010,810.3,2025-03-10
4978,92608,762.92,2025-12-03
4979,6154,1317.53,2025-08-04
4980,68095,585.54,2026-03-21
4981,19932,1380.9,2024-09-21
4982,44260,4596.52,2024-01-11
4983,65567,2173.37,2023-06-28
4984,34918,554.23,2025-07-21
4985,40115,711.55,2025-08-02
4986,57652,754.65,2025-01-29
4987,46743,2593.72,2025-03-28
4988,8601,553.69,2025-10-06
4989,35198,7248.26,2025-08-29
4990,4386,597.06,2023-11-27
4991,42793,266.82,2026-03-19
4992,41256,1036.87,2024-05-27
4993,6982,490.46,2024-01-22
4994,27410,5491.99,2026-02-17
4995,11833,4189.07,2023-10-16
4996,44720,1737.04,2026-03-01
4997,20981,52.86,2024-01-03
4998,57225,2072.4,2025-07-24
4999,23911,981.01,2025-07-29
5000,41657,308.88,2024-05-18
5001,62990,3301.83,2025-04-01
5002,51892,3652.97,2024-06-17
5003,18309,3459.54,2023-07-06
5004,82354,805.2,2025-04-05
5005,35875,3383.4,2023-11-30
5006,37393,3146.99,2025-01-04
5007,83150,10882.14,2025-10-14
5008,16324,2720.69,2024-03-25
5009,64285,572.74,2024-09-07
5010,71783,624.59,2023-07-26
5011,84075,971.43,2025-03-01
5012,33807,331.52,2025-11-16
5013,87963,425.25,2026-06-16
5014,95420,2727.31,2024-03-03
5015,3936,630.79,2024-10-17
5016,7449,1460.46,2026-04-21
5017,14118,2303.15,2025-06-24
5018,5394,10817.22,2024-12-17
5019,69333,3618.24,2024-03-12
5020,87685,3126.61,2026-01-31
5021,48388,6213.45,2023-09-18
5022,58310,777.4,2023-09-12
5023,77211,8590.55,2023-08-11
5024,51590,2461.25,2024-12-01
5025,48311,1786.82,2025-08-25
5026,61779,579.32,2024-11-01
5027,15441,4313.42,2025-03-08
5028,74567,828.9,2025-08-14
5029,68017,636.82,2024-05-19
5030,14713,3940.48,2023-11-29
5031,32799,1455.71,2026-06-10
5032,27459,3973.16,2025-03-13
5033,41857,4580.07,2025-12-26
5034,16276,3805.69,2023-07-01
5035,22920,1384.42,2026-06-10
5036,91695,6463.53,2025-03-27
5037,20199,1127.48,2024-04-27
5038,97282,7016.66,2024-08-15
5039,96927,3300.33,2025-06-23
5040,15672,1063.7,2024-06-21
5041,20015,688.78,2024-07-19
5042,67921,2862.03,2023-07-09
5043,70444,2315.07,2024-02-27
5044,8214,293.2,2025-12-11
5045,84776,3462.48,2026-05-12
5046,5758,627.57,2023-10-30
5047,84736,1541.31,2024-10-04
5048,69517,2729.99,2024-11-25
5049,97978,1319.18,2023-11-12
5050,26128,606.82,2025-10-26
5051,77627,3745.01,2024-06-10
5052,41772,275.79,2025-01-31
5053,78822,2458.79,2024-04-23
5054,72890,659.77,2024-05-02
5055,55255,908.26,2023-11-30
5056,7428,1590.89,2025-02-21
5057,62488,393.01,2024-05-26
5058,30503,5271.96,2023-07-19
5059,57002,605.84,2025-04-10
5060,6663,860.8,2025-11-29
5061,26706,575.1,2024-04-30
5062,5867,4665.58,2024-03-11
5063,50580,2952.5,2025-01-20
5064,96921,901.36,2023-09-04
5065,66867,2733.39,2024-06-12
5066,77050,6597.4,2024-07-16
5067,48213,5717.02,2025-03-16
5068,94616,26.65,2024-03-31
5069,87642,2871.31,2023-10-14
5070,11617,1004.75,2024-11-02
5071,72864,1312.95,2026-02-01
5072,51382,1873.0,2025-10-30
5073,30096,874.14,2023-10-16
5074,33863,1582.26,2025-06-03
5075,29787,3218.88,2025-12-15
5076,26147,2637.29,2024-09-09
5077,93487,1037.0,2025-10-27
5078,14895,111.57,2025-12-24
5079,77670,1409.74,2023-10-13
5080,65811,2828.04,2024-12-13
5081,49706,4041.62,2025-07-08
5082,20693,844.79,2025-08-10
5083,17097,2960.96,2023-07-23
5084,43345,452.15,2024-11-17
5085,59555,458.85,2024-12-24
5086,49837,5953.59,2025-05-05
5087,36014,2247.04,2026-01-17
5088,77158,1068.33,2024-03-17
5089,61226,2687.45,2024-04-19
5090,79537,5331.26,2024-03-05
5091,87663,2935.51,2023-07-25
5092,41009,3610.51,2026-02-28
5093,67659,4828.32,2025-12-18
5094,6153,2001.63,2025-05-12
5095,23727,4846.19,2024-01-12
5096,81028,3701.14,2023-11-28
5097,20296,858.99,2025-09-27
5098,12259,6261.21,2026-02-04
5099,68065,517.73,2026-04-24
5100,56768,4996.05,2024-12-06
5101,25666,4525.91,2024-05-04
5102,33676,7877.86,2024-04-08
5103,80540,3744.35,2024-05-31
5104,1127,387.96,2025-10-07
5105,1582,185.03,2025-04-13
5106,98523,1631.82,2025-05-15
5107,13530,3054.83,2024-05-07
5108,51063,2268.78,2025-10-09
5109,21694,5798.42,2023-09-23
5110,28438,617.14,2023-12-30
5111,24116,55.61,2024-10-08
5112,9733,2277.39,2023-12-15
5113,59778,131.41,2023-08-17
5114,73051,151.33,2026-01-31
5115,53670,3955.03,2024-05-01
5116,96923,2150.15,2025-05-08
5117,2236,1731.97,2024-03-09
5118,19649,1190.67,2023-07-12
5119,62513,8196.91,2024-10-16
5120,7885,3870.47,2024-05-13
5121,48337,384.87,2026-03-04
5122,71512,98.62,2024-08-27
5123,74675,3167.49,2026-01-06
5124,74518,208.48,2023-07-25
5125,60159,4295.03,2024-08-08
5126,91800,1365.37,2024-01-31
5127,35275,5679.65,2024-08-23
5128,62330,1153.79,2024-06-05
5129,75030,1494.81,2024-02-25
5130,98023,2006.7,2025-08-20
5131,5212,4012.33,2024-01-19
5132,19941,915.76,2025-04-14
5133,49961,3660.54,2025-03-18
5134,44305,2950.7,2024-03-04
5135,21968,7438.6,2024-12-27
5136,37859,491.41,2025-08-01
5137,39651,174.64,2025-09-05
5138,49735,1170.05,2026-04-21
5139,21005,551.48,2025-06-03
5140,95820,1984.01,2025-02-04
5141,80700,2033.47,2024-05-30
5142,90722,5851.77,2025-11-04
5143,16988,830.12,2025-07-25
5144,99765,589.49,2023-12-23
5145,98528,958.44,2025-07-24
5146,33135,2048.85,2024-03-26
5147,33817,3215.75,2026-02-01
5148,43230,3919.71,2026-04-17
5149,44025,3090.11,2025-04-24
5150,38374,1959.72,2025-01-14
5151,44152,1721.12,2025-06-03
5152,29307,32.39,2025-05-29
5153,21927,1102.87,2023-11-05
5154,18830,1460.78,2025-10-16
5155,68846,1657.13,2023-08-07
5156,14306,257.55,2023-09-22
5157,18658,2204.15,2023-08-01
5158,28609,8550.71,2023-12-14
5159,1183,323.04,2024-02-23
5160,36628,4259.96,2025-03-22
5161,77040,343.67,2024-03-03
5162,73468,127.86,2024-12-09
5163,9282,543.3,2024-05-25
5164,8230,826.28,2023-07-23
5165,52439,8306.65,2025-08-10
5166,49266,41.28,2025-11-21
5167,32550,1703.46,2026-04-30
5168,58578,1860.06,2025-06-01
5169,50311,5910.77,2025-11-15
5170,8732,1904.31,2025-08-21
5171,78086,8235.75,2024-01-20
5172,60088,7373.63,2023-11-23
5173,69774,1641.92,2024-09-12
5174,87022,1602.34,2025-10-19
5175,64727,354.76,2025-08-20
5176,64040,102.45,2025-01-22
5177,11598,2031.26,2023-12-06
5178,26224,425.45,2024-01-30
5179,23102,1087.32,2024-08-16
5180,16755,1877.73,2025-10-19
5181,36150,2489.25,2024-07-24
5182,88424,1704.71,2026-06-04
5183,96028,4981.48,2026-04-13
5184,82140,1074.98,2023-07-31
5185,97753,10799.96,2025-08-31
5186,88275,3713.6,2023-11-14
5187,91735,372.71,2026-03-15
5188,71394,6275.64,2023-12-13
5189,78941,1998.29,2026-01-13
5190,48912,653.35,2026-03-26
5191,25272,7021.94,2023-12-16
5192,89993,591.14,2025-07-05
5193,84289,406.04,2026-06-02
5194,8691,1718.07,2026-05-03
5195,47510,970.83,2025-01-11
5196,99229,2518.27,2024-04-25
5197,8836,5258.56,2025-07-03
5198,35634,2018.3,2025-04-25
5199,29059,10157.82,2026-02-20
5200,40448,3069.21,2025-10-27
5201,37326,370.1,2024-06-25
5202,35218,3234.93,2023-08-25
5203,71484,96.64,2024-03-11
5204,65689,3027.27,2023-07-22
5205,68855,1871.45,2023-09-17
5206,30691,5352.15,2026-02-21
5207,11070,501.66,2026-04-19
5208,7127,3097.22,2026-05-14
5209,61731,772.77,2024-08-09
5210,38950,502.31,2024-09-20
5211,41374,2728.64,2026-02-19
5212,9925,2918.2,2023-07-10
5213,73280,9905.4,2025-01-29
5214,62823,2504.98,2023-10-20
5215,60649,948.07,2025-05-12
5216,15001,350.91,2024-05-02
5217,67087,4638.52,2026-01-30
5218,59935,1399.87,2025-07-01
5219,33119,9203.01,2026-05-11
5220,77112,4022.71,2024-09-10
5221,485,2307.5,2024-02-24
5222,92909,3487.07,2025-02-17
5223,83658,239.58,2023-09-17
5224,42132,749.2,2024-08-12
5225,73732,9045.85,2024-11-19
5226,26398,11140.3,2023-09-05
5227,94159,4782.6,2026-02-01
5228,33213,308.69,2024-04-04
5229,81064,1813.16,2025-01-03
5230,28680,2639.71,2025-03-30
5231,28073,2127.31,2025-07-07
5232,61233,1138.26,2026-06-08
5233,95405,2201.93,2024-01-19
5234,30477,298.81,2025-11-09
5235,55052,8615.9,2024-11-28
5236,12433,6171.97,2024-12-01
5237,86903,1030.08,2024-02-27
5238,45087,4813.46,2024-02-05
5239,12826,3418.13,2025-02-08
5240,90763,176.53,2025-09-14
5241,36094,2496.72,2023-09-03
5242,92062,1024.09,2023-09-14
5243,63688,2253.62,2024-03-17
5244,74304,850.86,2026-02-17
5245,87541,1741.54,2025-03-19
5246,31623,1874.16,2026-03-24
5247,48612,1954.72,2025-06-25
5248,92806,557.79,2023-12-04
5249,22642,4907.39,2024-01-22
5250,60830,669.53,2023-11-24
5251,56735,572.89,2024-04-09
5252,13949,98.06,2024-08-13
5253,16281,2333.77,2023-10-06
5254,70694,4276.52,2025-06-06
5255,29587,3325.92,2025-03-30
5256,25835,748.04,2025-08-16
5257,314,1265.84,2025-08-20
5258,43054,426.09,2025-06-28
5259,58841,165.89,2024-02-04
5260,71479,846.8,2023-07-10
5261,35958,5191.8,2025-08-25
5262,74155,2614.11,2024-10-09
5263,91672,7062.81,2026-06-04
5264,67758,1472.09,2024-05-14
5265,93120,2381.19,2024-11-07
5266,9507,1457.84,2025-12-31
5267,79896,3896.51,2025-02-23
5268,56744,1209.73,2025-02-18
5269,79978,4717.45,2024-08-14
5270,5855,2829.29,2025-04-09
5271,15443,2272.91,2026-04-11
5272,19555,1871.98,2026-06-05
5273,62530,4634.91,2024-12-18
5274,76555,233.42,2025-06-02
5275,41631,9591.46,2024-12-03
5276,48987,483.98,2024-07-08
5277,8701,1424.19,2026-02-22
5278,10899,4864.23,2024-09-17
5279,42604,5209.75,2025-08-05
5280,86580,2305.9,2024-10-05
5281,55926,6068.39,2023-11-12
5282,81657,4775.57,2024-05-08
5283,48971,2612.42,2025-11-10
5284,80959,2915.37,2025-01-21
5285,99174,10255.7,2024-09-28
5286,39939,617.55,2024-05-27
5287,30322,403.43,2023-12-08
5288,24607,554.55,2024-08-05
5289,29748,5193.74,2023-10-23
5290,40366,849.84,2024-11-12
5291,28099,1326.8,2026-03-16
5292,75563,1458.68,2025-08-03
5293,7179,1752.47,2025-03-16
5294,3805,1979.18,2023-10-04
5295,63774,1482.56,2023-09-28
5296,7163,1392.7,2026-04-24
5297,29725,781.76,2024-10-16
5298,47885,892.96,2024-02-07
5299,50658,6123.73,2024-11-12
5300,97903,2363.86,2024-02-09
5301,72920,418.86,2023-11-25
5302,28343,3079.81,2024-08-07
5303,12331,3713.61,2024-07-22
5304,51191,5997.37,2024-07-17
5305,78374,1799.91,2024-03-05
5306,45576,2146.34,2025-10-26
5307,36331,6113.54,2024-03-29
5308,8581,564.12,2024-06-05
5309,68798,7554.05,2026-03-31
5310,39187,227.97,2026-03-02
5311,4605,4221.06,2024-07-14
5312,785,3048.16,2025-05-06
5313,61661,2715.66,2024-08-02
5314,91415,1643.15,2025-07-03
5315,10155,1359.22,2023-07-12
5316,62868,2595.13,2024-07-07
5317,9815,587.11,2024-08-10
5318,12213,1376.13,2024-05-25
5319,58639,5543.2,2023-06-25
5320,5269,4264.99,2024-09-08
5321,99179,1017.02,2026-06-16
5322,20356,3924.61,2024-07-26
5323,30155,759.04,2024-08-22
5324,74560,2820.33,2026-04-14
5325,58832,438.28,2024-02-11
5326,32879,475.49,2025-09-12
5327,96027,3642.12,2025-11-25
5328,69502,4557.06,2025-12-03
5329,1200,4247.47,2026-03-15
5330,42276,269.09,2025-01-18
5331,56718,1441.29,2023-07-07
5332,88973,68.31,2024-11-13
5333,24421,1118.96,2025-12-24
5334,33298,216.94,2025-03-07
5335,61092,4820.67,2024-09-17
5336,63208,2045.27,2023-10-12
5337,56178,7694.7,2024-05-29
5338,5865,2055.24,2023-10-09
5339,79463,3395.01,2024-05-03
5340,4670,5482.51,2025-04-06
5341,94435,1591.68,2024-08-28
5342,43082,704.43,2025-07-16
5343,42474,2804.81,2023-10-20
5344,44614,2367.06,2024-01-25
5345,65541,2444.0,2024-12-02
5346,95340,524.73,2023-11-04
5347,86424,1123.62,2023-08-08
5348,87251,5167.15,2026-04-27
5349,27973,1890.04,2024-12-12
5350,97476,4018.51,2025-08-27
5351,73872,438.72,2025-04-21
5352,54,199.18,2026-04-25
5353,9421,5359.93,2026-06-26
5354,2661,234.44,2024-04-24
5355,95996,5311.65,2026-03-22
5356,53058,9807.92,2024-03-12
5357,10951,1300.52,2026-04-20
5358,80920,480.67,2026-05-02
5359,48186,1323.77,2024-09-14
5360,79773,2920.09,2023-08-21
5361,15907,3666.44,2024-01-11
5362,56130,3711.38,2024-09-02
5363,68252,2302.28,2023-08-21
5364,21355,4545.2,2023-12-13
5365,72306,4958.23,2025-12-01
5366,80075,4364.49,2024-09-16
5367,26668,5340.36,2025-08-29
5368,66033,1120.65,2023-09-14
5369,8115,4789.69,2025-11-28
5370,84301,205.6,2025-06-18
5371,48473,962.21,2023-11-13
5372,8307,1781.74,2024-05-08
5373,50131,521.22,2023-11-01
5374,26600,4078.04,2024-04-15
5375,87775,4711.27,2023-10-20
5376,34094,6588.56,2024-10-24
5377,29183,1000.64,2024-07-02
5378,8992,8155.38,2023-09-27
5379,34934,294.35,2023-08-08
5380,37666,3240.04,2026-03-13
5381,26636,2834.66,2025-07-08
5382,25174,4955.52,2024-10-09
5383,62558,81.04,2026-06-05
5384,71349,4502.62,2025-01-15
5385,87789,719.69,2025-05-27
5386,33878,2947.44,2024-06-29
5387,37729,4736.46,2024-11-20
5388,22669,5790.86,2025-04-23
5389,92431,153.47,2025-04-26
5390,19541,2519.54,2026-03-17
5391,69142,3332.3,2024-06-13
5392,56218,289.45,2023-08-28
5393,67630,5539.56,2025-05-11
5394,83371,3042.7,2023-11-02
5395,90098,592.44,2024-08-28
5396,23806,990.37,2025-12-16
5397,36769,233.53,2025-02-17
5398,22357,797.76,2025-09-15
5399,30486,2076.78,2025-07-18
5400,96909,1617.51,2024-08-22
5401,4156,716.59,2025-05-16
5402,48300,3242.13,2026-04-21
5403,29600,1952.8,2025-02-06
5404,48065,7692.02,2024-11-10
5405,11568,3990.36,2023-10-28
5406,80518,3861.1,2025-12-08
5407,45337,3135.4,2025-12-09
5408,78397,2941.26,2025-06-28
5409,74525,171.41,2024-09-29
5410,8833,4854.08,2026-01-15
5411,92363,5658.84,2025-03-25
5412,75442,763.2,2025-05-06
5413,2339,2665.06,2023-12-31
5414,75054,169.39,2025-04-11
5415,45460,260.61,2026-06-11
5416,51504,865.72,2024-09-25
5417,53755,3022.05,2025-01-21
5418,83529,2340.58,2026-03-24
5419,91244,589.3,2026-04-16
5420,31701,2990.63,2026-03-13
5421,99832,4193.4,2025-04-11
5422,45553,197.69,2024-06-22
5423,62140,4219.62,2024-10-11
5424,48594,2977.85,2025-07-05
5425,24139,517.57,2025-07-05
5426,16447,762.8,2025-03-03
5427,83396,295.12,2026-06-03
5428,90035,7131.4,2025-11-14
5429,39075,1385.31,2026-01-09
5430,71663,1651.61,2025-11-04
5431,57526,2253.53,2024-09-12
5432,67591,4009.74,2023-10-31
5433,69240,4045.1,2024-08-21
5434,23153,5546.59,2024-11-11
5435,40283,794.5,2026-02-17
5436,7778,2458.24,2025-10-29
5437,22040,303.14,2024-07-31
5438,10758,8205.5,2026-05-15
5439,55368,1276.43,2025-09-03
5440,8270,1942.45,2026-02-15
5441,84872,2009.87,2026-04-08
5442,51093,1983.87,2026-05-01
5443,12451,1256.31,2024-08-03
5444,67832,2188.89,2024-10-10
5445,48144,204.51,2026-02-21
5446,617,955.02,2025-07-12
5447,88833,6870.98,2025-12-19
5448,95180,3920.65,2025-06-02
5449,61771,2515.43,2024-07-07
5450,13229,2019.52,2024-05-06
5451,48591,8894.39,2025-02-07
5452,74133,756.62,2025-12-29
5453,71411,4613.75,2025-02-23
5454,29361,9501.44,2024-08-31
5455,41741,2693.91,2025-04-14
5456,38733,2946.62,2024-12-10
5457,46467,3579.44,2025-07-15
5458,6725,57.88,2025-01-03
5459,94859,31.75,2026-06-04
5460,44823,2872.53,2024-04-28
5461,24949,1227.56,2024-09-14
5462,54180,743.09,2024-03-10
5463,86179,1811.76,2024-06-24
5464,55335,2686.97,2026-02-07
5465,89582,8624.16,2024-09-03
5466,96315,1318.62,2026-01-18
5467,46280,20.55,2024-10-05
5468,47387,1765.28,2026-05-14
5469,27380,2689.63,2026-04-29
5470,12578,3127.12,2025-05-10
5471,14901,821.41,2024-04-09
5472,92520,6092.91,2024-05-02
5473,96601,320.32,2026-03-14
5474,94843,473.37,2024-04-04
5475,46954,1262.2,2025-01-26
5476,39527,2776.16,2024-10-12
5477,52262,131.71,2026-04-16
5478,56932,326.96,2024-07-19
5479,58533,751.95,2025-06-10
5480,30878,237.26,2024-01-07
5481,80934,6132.17,2026-01-26
5482,89054,7924.35,2025-03-06
5483,74536,1251.68,2026-01-15
5484,72337,2300.1,2024-11-08
5485,25268,327.67,2025-07-11
5486,6502,61.43,2026-03-22
5487,42434,2714.38,2024-05-03
5488,12173,862.68,2023-12-14
5489,26260,3465.48,2024-08-10
5490,27464,6069.69,2024-02-13
5491,61078,7433.8,2025-09-12
5492,92665,6575.3,2023-07-29
5493,29355,167.34,2023-11-11
5494,42351,3566.51,2024-12-11
5495,40162,1659.35,2025-02-02
5496,94530,4430.41,2023-09-15
5497,24883,1297.04,2024-09-25
5498,5563,103.78,2025-07-06
5499,41518,613.04,2024-09-16
5500,71991,274.2,2025-08-24
5501,57983,2418.72,2024-08-09
5502,29808,6330.03,2026-01-10
5503,35556,494.99,2025-05-25
5504,54915,3884.63,2024-12-15
5505,10408,809.0,2023-09-22
5506,44456,1080.71,2025-05-29
5507,57605,1341.68,2025-06-03
5508,22966,3183.14,2026-02-25
5509,72863,7477.66,2024-07-06
5510,6188,332.2,2024-07-14
5511,52125,1920.83,2025-05-01
5512,64221,5512.86,2024-05-07
5513,86850,2554.55,2024-03-19
5514,40560,512.93,2025-02-11
5515,97175,9.44,2025-10-26
5516,28266,692.51,2026-03-24
5517,21164,3167.41,2025-06-11
5518,19065,6654.63,2024-05-23
5519,21277,1406.55,2025-01-10
5520,10677,2097.3,2025-01-27
5521,93685,3122.11,2025-09-24
5522,33024,3577.93,2026-04-14
5523,80009,691.66,2026-02-05
5524,24050,66.33,2023-10-01
5525,89798,1614.34,2024-02-01
5526,58563,3602.91,2025-03-27
5527,37734,392.39,2024-07-17
5528,12758,1281.22,2026-02-12
5529,7771,918.49,2024-09-09
5530,2047,3420.45,2025-12-12
5531,50726,5271.95,2025-05-15
5532,82935,86.7,2025-08-04
5533,38518,199.5,2024-09-01
5534,96481,4743.57,2023-08-08
5535,73539,153.3,2024-04-04
5536,47934,313.71,2024-02-25
5537,19042,2004.52,2023-09-02
5538,5355,4214.29,2024-06-02
5539,69830,4133.82,2023-11-20
5540,80494,2421.93,2024-11-13
5541,82248,8081.64,2026-01-08
5542,18961,973.38,2025-02-12
5543,54484,5373.03,2024-11-25
5544,60868,3139.83,2023-11-19
5545,30959,8410.08,2023-07-11
5546,27296,4557.74,2023-10-11
5547,23985,583.9,2025-08-05
5548,18338,1205.31,2025-08-17
5549,254,1018.68,2025-12-06
5550,65677,3004.77,2026-02-05
5551,9946,489.92,2026-05-13
5552,54978,3577.12,2024-12-12
5553,51683,6011.55,2024-05-05
5554,97358,5071.89,2024-11-10
5555,40093,7601.91,2024-04-29
5556,89224,1874.27,2025-05-04
5557,44366,6457.01,2025-11-09
5558,696,284.96,2024-03-11
5559,20547,5020.21,2023-11-23
5560,66160,433.64,2025-11-28
5561,41378,3934.25,2024-11-10
5562,37885,4611.26,2024-11-13
5563,42949,1278.48,2025-01-27
5564,66007,8166.08,2023-07-08
5565,41926,2717.41,2025-03-28
5566,3255,5104.28,2026-04-03
5567,30062,1110.07,2025-11-05
5568,81135,852.14,2026-03-19
5569,99586,440.96,2025-04-16
5570,495,3626.91,2025-08-13
5571,68782,3043.58,2024-05-23
5572,89169,892.4,2025-04-14
5573,30054,1468.27,2024-12-21
5574,60526,89.06,2024-01-28
5575,95133,2135.93,2026-03-05
5576,99924,2730.94,2023-10-04
5577,46938,1280.74,2025-06-10
5578,83387,192.47,2026-06-08
5579,13394,1241.98,2025-02-15
5580,29921,1846.66,2023-10-05
5581,23780,1083.85,2024-05-20
5582,40308,2379.2,2023-12-31
5583,62347,3489.16,2024-10-12
5584,72678,2158.26,2025-03-08
5585,89660,4196.99,2024-10-20
5586,23423,180.96,2026-05-30
5587,98448,1525.58,2024-05-01
5588,52640,3120.24,2025-10-19
5589,1587,544.21,2026-05-18
5590,9315,251.99,2025-09-11
5591,38239,775.0,2024-06-27
5592,87914,117.93,2024-07-31
5593,85228,9157.14,2025-02-15
5594,40371,7069.52,2026-05-22
5595,17912,2918.98,2024-10-13
5596,9790,1411.22,2024-09-23
5597,47949,1012.41,2023-09-13
5598,366,1389.45,2025-07-28
5599,38606,650.76,2023-09-01
5600,72442,1066.31,2025-08-15
5601,16603,2645.31,2026-04-25
5602,25137,1097.87,2024-03-17
5603,28800,1740.33,2024-06-19
5604,31356,3513.92,2025-09-21
5605,94000,206.39,2025-12-04
5606,24,4756.4,2025-05-30
5607,60250,437.63,2024-07-03
5608,18772,815.71,2024-12-06
5609,89757,4349.95,2026-02-01
5610,65504,1612.04,2023-11-10
5611,81778,3509.43,2025-12-24
5612,26730,5279.8,2024-05-03
5613,45008,2960.26,2025-01-06
5614,17584,2736.1,2026-01-23
5615,33506,1910.78,2026-03-23
5616,69180,3924.35,2024-09-30
5617,74478,3384.43,2026-02-08
5618,74428,666.11,2023-10-26
5619,94828,5784.07,2023-12-16
5620,39701,349.22,2026-04-01
5621,45447,246.39,2025-12-28
5622,8677,2956.88,2026-06-04
5623,1147,655.08,2024-08-24
5624,69890,2108.58,2025-06-06
5625,36142,2352.18,2024-12-06
5626,30739,3184.99,2024-09-04
5627,13180,2509.43,2023-12-02
5628,60981,866.64,2025-07-21
5629,83307,1104.66,2023-10-20
5630,35963,1306.78,2025-01-05
5631,17137,475.08,2023-07-18
5632,72064,1900.62,2024-09-04
5633,39462,815.06,2025-03-01
5634,84994,3684.09,2025-02-19
5635,97599,1169.89,2026-04-28
5636,20269,1555.69,2025-05-24
5637,18589,1291.02,2025-05-08
5638,97182,3737.26,2025-04-19
5639,18190,549.12,2023-08-19
5640,81000,3561.41,2024-04-30
5641,71661,577.96,2025-04-18
5642,5904,3202.17,2023-10-24
5643,72563,6151.33,2026-04-30
5644,78699,334.26,2023-07-11
5645,27240,657.75,2026-03-21
5646,83645,1037.78,2025-09-16
5647,33677,442.86,2026-04-17
5648,92174,5055.87,2024-05-30
5649,40980,3613.37,2025-06-13
5650,62401,209.31,2025-10-15
5651,27405,876.51,2026-05-25
5652,78616,623.23,2025-11-02
5653,1344,34.19,2024-02-16
5654,68183,3840.79,2026-04-27
5655,96643,874.43,2023-07-03
5656,45717,1653.84,2025-03-15
5657,7292,5529.41,2025-02-08
5658,33132,1166.53,2026-04-09
5659,90429,1547.02,2024-12-13
5660,57376,472.58,2025-04-25
5661,43685,6948.26,2026-01-29
5662,6242,286.0,2023-07-11
5663,4671,5333.91,2024-05-29
5664,66546,914.11,2026-02-02
5665,51486,2263.15,2024-06-01
5666,80286,672.71,2024-04-10
5667,32491,4428.4,2025-11-24
5668,75253,3469.47,2024-04-29
5669,35759,2198.08,2024-03-08
5670,68225,3452.23,2023-10-06
5671,64446,1601.11,2023-09-14
5672,84626,945.77,2026-05-09
5673,66161,366.92,2024-11-29
5674,17893,212.2,2024-03-24
5675,91423,4344.03,2023-08-26
5676,75958,1553.98,2026-07-01
5677,80092,27.76,2024-10-20
5678,88801,152.8,2024-05-05
5679,85944,3315.76,2023-08-14
5680,91914,8143.98,2026-02-22
5681,35479,2755.42,2023-11-19
5682,68790,2051.72,2026-04-22
5683,31810,3313.8,2023-11-02
5684,27915,948.98,2024-06-08
5685,93966,532.42,2023-10-28
5686,36315,1287.43,2025-02-11
5687,96714,784.31,2025-05-13
5688,38296,8371.53,2024-11-15
5689,62299,484.75,2023-08-30
5690,99770,705.36,2025-03-05
5691,50202,3285.77,2024-01-18
5692,23063,4234.94,2024-12-16
5693,67349,1679.45,2025-04-19
5694,92898,541.22,2025-11-25
5695,71030,6907.1,2024-08-30
5696,5559,3754.43,2023-09-16
5697,34746,1164.24,2023-09-01
5698,29134,2124.65,2025-11-15
5699,8806,849.92,2024-04-13
5700,22622,2923.07,2025-03-28
5701,99728,2871.29,2026-01-21
5702,65385,877.41,2024-04-17
5703,46839,3882.96,2024-03-08
5704,5423,2694.15,2024-09-26
5705,28601,8467.64,2026-03-22
5706,52819,326.64,2023-07-02
5707,16667,338.92,2023-09-11
5708,5780,7011.89,2025-01-16
5709,27230,1218.28,2026-05-16
5710,64651,282.57,2025-07-14
5711,5489,2488.48,2024-04-04
5712,78704,7172.68,2025-03-06
5713,39303,726.83,2026-02-20
5714,83914,544.13,2023-08-11
5715,72041,4074.55,2025-06-12
5716,58061,1763.12,2025-01-04
5717,63797,3678.58,2025-01-12
5718,70802,6165.44,2024-08-31
5719,43596,1102.37,2025-02-21
5720,10667,3234.43,2025-08-11
5721,37462,774.23,2025-11-17
5722,13374,3672.86,2024-07-28
5723,57369,4456.5,2024-04-01
5724,33033,1856.14,2023-09-13
5725,73516,2453.46,2023-09-30
5726,99255,700.17,2023-12-16
5727,23866,1579.62,2023-10-02
5728,64652,834.3,2025-08-18
5729,71677,808.63,2025-03-12
5730,80313,3487.78,2023-09-28
5731,42860,3249.52,2025-05-30
5732,4550,1287.74,2024-06-24
5733,23661,3516.32,2024-07-28
5734,31790,1872.53,2024-02-03
5735,51801,3773.06,2024-08-17
5736,72476,2576.95,2024-12-19
5737,15529,997.66,2025-06-11
5738,65636,5643.46,2024-05-29
5739,31166,4031.86,2025-08-25
5740,54961,1166.47,2025-05-15
5741,66213,2425.98,2023-10-14
5742,74706,8634.62,2024-10-09
5743,58157,911.51,2025-11-26
5744,76719,6200.27,2024-07-10
5745,7078,2111.26,2024-05-29
5746,75275,8249.1,2024-05-30
5747,25401,2326.89,2025-08-07
5748,83889,618.19,2025-11-14
5749,13081,1203.53,2023-11-29
5750,3862,105.09,2026-03-22
5751,96612,254.29,2025-09-20
